goertzel_f0,goertzel_f1,matched_corr_f0,matched_corr_f1,iq_mag_f0,iq_mag_f1,final_bit,confidence,method_agreement
0.0330377,0.0184583,0.0271787,0.0153187,0.0272554,0.0155041,0,1,unanimous
0.00452771,0.00196365,0.0148044,0.0122389,0.0185243,0.0127959,0,1,unanimous
0.0176041,0.0110626,-0.00145522,-0.00350613,0.00732061,0.00364406,0,1,unanimous
0.0266589,0.0175226,-0.0142082,-0.00382276,0.0156556,0.00389694,0,0.67,majority
0.0232428,0.0122571,-0.00735099,-0.00654906,0.00735193,0.00655133,0,0.67,majority
0.00416322,0.00796021,-0.0298846,-0.0107439,0.031117,0.0108563,1,0.67,majority
0.039945,0.021915,-0.00805306,-0.00622164,0.0122642,0.00744133,0,0.67,majority
0.0486035,0.0211193,0.0359226,0.0084013,0.0385155,0.00841591,0,1,unanimous
0.0682524,0.0114571,0.0529005,0.0077017,0.0595277,0.0167082,0,1,unanimous
0.169551,0.0490166,0.00962456,-0.065241,0.0393004,0.0664055,0,0.67,majority
0.0757201,0.0413002,-0.0509798,0.235448,0.0564713,0.244548,1,0.67,majority
0.107697,0.206798,-0.024819,0.220516,0.0375505,0.426967,1,1,unanimous
0.0699915,0.211171,0.00134976,0.100862,0.0366757,0.407164,1,1,unanimous
0.134309,0.0999311,0.0513082,-0.0733176,0.0957288,0.156336,0,0.67,majority
0.00720417,0.00499433,0.0326894,0.00768399,0.033517,0.00805364,0,1,unanimous
0.0258619,0.0169588,0.0229344,0.00549202,0.0245872,0.00651695,0,1,unanimous
0.042865,0.0293358,0.0126771,0.000175534,0.0155156,0.000530792,0,1,unanimous
0.039018,0.0223075,-0.0199047,-0.011069,0.0199272,0.0113574,0,0.67,majority
0.0144547,0.00283044,-0.0165389,-0.00793083,0.0172459,0.00860699,0,0.67,majority
0.0171348,0.0113039,0.00261456,0.00270982,0.00516766,0.00297402,0,0.67,majority
0.00389379,0.00501419,0.0231311,0.0130661,0.0252612,0.0131336,0,0.67,majority
0.030888,0.0133267,0.00484605,0.00292931,0.00524795,0.00424805,0,1,unanimous
0.0147717,0.00720675,-0.0333303,-0.0113931,0.0333303,0.0115145,0,0.67,majority
0.0208805,0.0103339,-0.0225449,-0.0121112,0.025721,0.013729,0,0.67,majority
0.0248415,0.0128258,0.0131423,0.0114137,0.0136267,0.0119151,0,1,unanimous
0.0143676,0.00863747,0.0239025,0.00824759,0.0260125,0.0093352,0,1,unanimous
0.59428,0.464505,-0.776621,0.23076,0.821237,0.465612,0,0.67,majority
0.782858,1.11369,-2.03368,-0.790906,2.04381,1.27617,1,0.67,majority
0.320081,0.364722,-0.277406,-0.361059,0.455643,0.364369,0,0.67,majority
0.0381132,0.0170668,0.0315902,0.0119706,0.0316381,0.01213,0,1,unanimous
0.0146477,0.00490585,-0.00117019,0.00609904,0.00260669,0.0072117,1,0.67,majority
0.0208975,0.00249533,0.0139747,0.00788644,0.0161974,0.0100729,0,1,unanimous
0.0159364,0.00639669,-0.029032,-0.022154,0.0291843,0.023517,0,0.67,majority
0.0409382,0.0210255,0.000566709,-0.00676169,0.00200804,0.00730263,0,0.67,majority
0.0313055,0.017213,0.0160113,0.00569209,0.0160158,0.00576042,0,1,unanimous
0.0141428,0.00843135,0.0319885,0.0173496,0.0343074,0.018021,0,1,unanimous
0.017919,0.0103761,-0.0232712,-0.0108818,0.0238108,0.0122331,0,0.67,majority
0.00649694,0.00353288,-0.0109873,-0.000550541,0.0135278,0.000668958,0,0.67,majority
0.812753,0.311454,-1.30376,-0.41114,1.30852,0.530119,0,0.67,majority
0.668979,0.784234,-1.56193,-1.07951,1.98201,1.19829,1,0.67,majority
0.948135,0.529786,0.679778,-1.05064,0.803889,1.11195,0,0.67,majority
1.10943,0.188106,0.435067,-0.726239,1.98558,0.89783,0,1,unanimous
0.513061,0.372175,-1.47556,-0.761777,1.47646,0.8131,0,0.67,majority
0.723708,0.708883,-1.15724,-1.16474,1.82312,1.21222,0,1,unanimous
0.229999,0.350572,-0.122165,-0.259692,0.219676,0.305219,1,0.67,majority
0.0264736,0.0140753,0.0117381,0.0102403,0.0172387,0.0118399,0,1,unanimous
0.0227207,0.0118976,-0.0332457,-0.0149531,0.0334993,0.0150155,0,0.67,majority
0.0147313,0.00935709,-0.0181994,-0.0132341,0.0200892,0.0132357,0,0.67,majority
0.039692,0.0239824,-0.0105447,-0.00634153,0.0131887,0.0071258,0,0.67,majority
0.0169059,0.012859,0.0274468,0.0154447,0.0277213,0.0169177,0,1,unanimous
0.726161,0.423361,-1.61017,-0.719597,1.66969,0.719598,0,0.67,majority
0.903468,0.60907,-0.536874,-1.0055,1.64007,1.00959,0,1,unanimous
1.11103,0.349547,0.631527,-0.609751,0.924687,1.08564,0,0.67,majority
1.22593,0.279097,-0.817073,-0.325019,1.85597,0.87537,0,0.67,majority
0.75113,0.514888,-1.78536,-0.697405,1.89926,0.703178,0,0.67,majority
1.02367,0.670805,-0.33462,-0.960048,1.69791,1.00532,0,1,unanimous
0.980774,0.364153,0.595561,-0.411637,0.812463,1.13671,0,0.67,majority
1.17235,0.313763,-0.951348,-0.127676,1.7006,0.81806,0,0.67,majority
0.712256,0.553242,-1.78448,-0.637813,1.94959,0.647237,0,0.67,majority
1.07679,0.75559,-0.114428,-0.920943,1.66598,1.03869,0,1,unanimous
0.293479,0.281263,0.0681055,-0.205176,0.116365,0.404947,0,0.67,majority
0.132193,0.105099,-0.0608512,-0.220858,0.0626046,0.250339,0,0.67,majority
0.0552445,0.189196,-0.00919143,-0.198265,0.0109211,0.337279,1,0.67,majority
0.848147,0.0838773,0.533459,0.494692,1.23107,0.594288,0,1,unanimous
1.15319,0.24042,-2.23473,-0.03705,2.32961,0.0626023,0,0.67,majority
1.19959,0.699305,-2.31947,-0.488461,2.90281,0.567816,0,0.67,majority
1.20098,0.82897,0.496276,0.172869,1.85578,0.832297,0,1,unanimous
0.688589,0.318874,0.904605,0.71396,1.33721,0.910763,0,1,unanimous
0.682118,0.255104,-1.09752,-0.109504,1.21891,0.174368,0,0.67,majority
1.03756,0.88904,-1.70321,-0.643488,2.54259,1.04479,0,0.67,majority
0.777388,0.968351,0.00755165,0.262811,1.0951,1.36906,1,1,unanimous
1.08593,0.474583,0.317133,1.04488,1.31157,1.27178,0,0.67,majority
0.867851,0.421422,-1.18448,0.421795,1.31691,0.438287,0,0.67,majority
0.876265,0.504397,-1.15533,0.590883,1.19955,0.688389,0,0.67,majority
0.877712,0.782622,-1.0314,-0.345722,1.81612,0.451271,0,0.67,majority
1.17521,1.08789,1.17763,-0.2904,1.79837,0.984065,0,1,unanimous
0.530401,0.226723,-0.776138,0.218431,0.83577,0.337503,0,0.67,majority
1.22673,0.891108,-0.88362,-0.108886,2.32387,0.820255,0,0.67,majority
0.802353,0.964306,0.031721,0.859812,0.899115,1.46803,1,1,unanimous
1.66457,0.413671,-0.795056,1.16325,1.88848,1.23332,0,0.67,majority
1.02313,0.407955,-1.43395,0.44479,1.4992,0.446667,0,0.67,majority
1.13075,0.866593,-0.257305,0.0955084,2.10056,0.77563,0,0.67,majority
0.734249,0.86826,0.477486,0.906759,0.896703,1.31975,1,1,unanimous
1.47758,0.326913,-1.00329,1.09604,1.87812,1.11788,0,0.67,majority
1.21029,0.177524,-1.43644,0.539797,1.49503,0.579397,0,0.67,majority
0.787303,0.341294,-1.76661,0.604037,1.7898,0.658392,0,0.67,majority
0.709709,0.716425,-0.137199,-0.079728,1.57489,0.324234,1,0.67,majority
0.968427,1.15193,1.70076,0.16292,1.86151,1.07045,0,0.67,majority
0.461343,0.691041,-0.0122708,0.898186,0.376259,1.28056,1,1,unanimous
0.694004,0.323764,-1.69525,0.648623,1.78552,0.661364,0,0.67,majority
0.714085,0.68086,0.165818,0.0287282,1.5599,0.306389,0,1,unanimous
1.08095,0.230352,-0.112497,0.69572,0.587307,0.728596,1,0.67,majority
0.77164,0.272834,-1.15,0.427301,1.15255,0.512058,0,0.67,majority
1.09294,0.622651,0.952091,0.533342,2.08149,0.761361,0,1,unanimous
0.674052,0.69458,0.381329,1.16377,0.777196,1.2792,1,1,unanimous
1.29199,0.263448,-1.73188,0.974416,1.90482,1.02586,0,0.67,majority
1.19042,0.398145,-1.07407,0.775491,1.0956,0.827491,0,0.67,majority
0.597395,0.270734,-1.30391,0.710214,1.65065,0.719864,0,0.67,majority
0.538614,0.53087,0.709735,0.178412,1.54543,0.321967,0,1,unanimous
0.722823,1.04486,1.79223,0.597511,1.79253,1.08716,0,0.67,majority
0.386988,0.67208,-0.218276,1.12891,0.28527,1.19836,1,1,unanimous
0.581784,0.246556,-1.01709,0.708681,1.56753,0.750271,0,0.67,majority
0.436887,0.436146,1.02746,0.255151,1.58635,0.349231,0,1,unanimous
0.639443,0.933249,1.67936,0.682378,1.69604,1.03407,0,0.67,majority
0.45714,0.623808,-0.317934,1.10357,0.343941,1.11824,1,1,unanimous
0.630461,0.211858,-0.699674,0.672015,1.47004,0.76357,0,0.67,majority
0.346862,0.355122,1.30212,0.335801,1.60252,0.397058,0,0.67,majority
1.22087,0.255262,-0.610658,0.127908,0.628565,0.414297,0,0.67,majority
0.36046,0.2414,-0.321677,0.326611,0.681596,0.389217,0,0.67,majority
0.960372,0.379816,2.06766,0.842008,2.42417,0.842068,0,1,unanimous
0.547813,0.428375,0.603481,1.16317,0.667404,1.22605,1,0.67,majority
0.909674,0.207954,-1.61665,0.430941,1.63229,1.05357,0,0.67,majority
0.758859,0.233535,-0.0191906,0.0926609,1.09714,0.63391,0,0.67,majority
0.820153,0.398849,2.24035,0.844887,2.39074,0.847131,0,1,unanimous
0.372581,0.45458,0.521685,1.03323,0.521725,1.17237,1,1,unanimous
0.920641,0.245981,-1.6854,0.159249,1.74529,1.0842,0,0.67,majority
0.847225,0.286407,0.1108,-0.026901,1.19348,0.629818,0,1,unanimous
0.723586,0.473282,2.28632,0.807247,2.35468,0.829621,0,1,unanimous
0.340816,0.524086,0.450678,0.948313,0.474881,1.20138,1,1,unanimous
0.76999,0.824536,-0.70699,0.697122,0.709556,1.09447,1,1,unanimous
0.571909,0.398346,-0.55127,0.874783,0.560957,1.07892,1,0.67,majority
0.828497,0.28983,0.52002,0.383508,1.43771,0.835905,0,1,unanimous
0.448131,0.372647,1.89604,0.528603,1.89806,0.528695,0,1,unanimous
1.06121,0.197447,-0.871127,-0.206047,0.871285,0.474815,0,0.67,majority
0.758484,0.350006,0.41812,-0.202973,1.12264,0.551556,0,1,unanimous
0.643789,0.60344,2.18265,0.684375,2.18699,0.757805,0,1,unanimous
0.376025,0.628757,0.336904,0.615476,0.488845,1.17027,1,1,unanimous
1.13964,0.313219,-1.20314,-0.330961,1.58341,1.1415,0,0.67,majority
0.886151,0.355799,0.701929,-0.293884,1.27708,0.551472,0,1,unanimous
0.664397,0.664916,2.13809,0.555197,2.18961,0.692853,0,0.67,majority
0.381355,0.701485,0.230686,0.400314,0.586496,1.15358,1,1,unanimous
0.71254,1.09663,-0.0954769,0.464874,0.363261,0.975094,1,1,unanimous
0.624431,0.415779,-0.598881,0.366512,0.665255,1.12849,1,0.67,majority
0.969514,0.356863,1.30417,0.0210425,1.61596,0.797306,0,1,unanimous
0.681444,0.604699,1.8249,0.507971,2.04691,0.538214,0,1,unanimous
1.0516,0.773916,-0.130037,0.781445,1.53848,0.935121,0,0.67,majority
0.617644,0.476907,-0.576275,0.174539,0.665917,1.17095,1,0.67,majority
0.942171,0.388466,1.47826,-0.104514,1.6686,0.772821,0,1,unanimous
0.601242,0.814887,0.764491,-0.0367377,0.950455,0.891853,0,0.67,majority
1.11838,0.429438,-0.493981,-0.821043,1.26923,1.18428,0,1,unanimous
0.827904,0.355565,1.08902,-0.496191,1.28328,0.530064,0,1,unanimous
0.742462,0.743582,1.60518,0.271708,2.02839,0.612352,0,0.67,majority
0.466879,0.862016,0.108873,-0.142383,0.73106,1.20332,1,0.67,majority
0.885567,0.701014,-0.492986,0.779357,1.22635,1.04898,0,0.67,majority
0.614134,0.551825,-0.488217,-0.204783,0.617835,1.24408,1,0.67,majority
0.890366,0.406519,1.7311,-0.31299,1.7657,0.706507,0,1,unanimous
0.877728,0.775157,1.14169,0.329521,1.91002,0.440577,0,1,unanimous
1.1481,1.04683,-1.07183,0.357499,1.7682,0.967475,0,0.67,majority
0.567858,0.601108,-0.430766,-0.396777,0.580679,1.26819,1,1,unanimous
0.852154,0.384683,1.77947,-0.414843,1.78292,0.679151,0,1,unanimous
0.895986,0.78603,0.879264,0.266824,1.85956,0.402628,0,1,unanimous
1.177,1.13383,-1.3128,0.201293,1.82407,0.998717,0,0.67,majority
0.506217,0.658674,-0.35375,-0.579826,0.504794,1.29018,1,0.67,majority
0.789689,0.367488,1.73174,-0.51949,1.73827,0.676904,0,1,unanimous
0.831172,1.17253,0.248933,0.152056,1.69255,0.60487,0,0.67,majority
1.15582,0.29551,-0.565918,-0.490028,0.566064,0.654703,1,0.67,majority
0.580922,0.294261,1.20888,-0.497556,1.22204,0.55139,0,1,unanimous
0.961262,0.691754,0.28781,-0.198171,1.91134,0.58405,0,1,unanimous
0.498134,0.813467,-0.363323,-0.85343,0.81651,1.25505,1,0.67,majority
0.917816,0.387495,0.738798,-1.05767,1.15979,1.05816,0,1,unanimous
0.562006,0.267658,1.09008,-0.478333,1.14699,0.572802,0,1,unanimous
0.9241,0.619493,-0.0735021,-0.333054,1.90686,0.619891,0,1,unanimous
0.486402,0.742147,-0.405673,-0.981826,0.821868,1.24669,1,0.67,majority
0.847584,0.362318,0.933142,-1.02257,1.19466,1.03534,0,1,unanimous
0.593172,0.233495,1.02049,-0.433091,1.14844,0.593646,0,1,unanimous
0.920101,0.559007,-0.455526,-0.472518,1.96155,0.663073,0,1,unanimous
0.721455,0.927189,-0.55643,-0.224229,1.39306,0.625909,1,0.67,majority
0.835488,1.12085,-1.85887,-0.455823,1.89518,1.10969,1,0.67,majority
0.339236,0.684664,0.128825,-1.035,0.300081,1.20999,1,0.67,majority
0.286922,0.56737,0.127371,-0.83328,1.29937,0.853087,0,0.67,majority
0.378087,0.581713,-0.542669,-1.19914,0.759986,1.26892,1,0.67,majority
0.758535,0.273682,1.26882,-0.853667,1.34021,1.0043,0,1,unanimous
0.677936,0.174568,0.714694,-0.298644,1.10252,0.62594,0,1,unanimous
0.8975,0.420792,-1.14229,-0.658773,2.02853,0.723568,0,0.67,majority
0.393063,0.517435,-0.587365,-1.22839,0.736724,1.24559,1,0.67,majority
0.74067,0.243356,1.34182,-0.750415,1.35702,1.01572,0,1,unanimous
0.747331,0.166627,0.525488,-0.217279,1.14387,0.631356,0,1,unanimous
0.885805,0.346955,-1.44608,-0.696034,2.08595,0.720651,0,0.67,majority
0.483273,0.413942,-1.33912,-0.337357,1.69015,0.384872,0,0.67,majority
0.59351,0.888419,-1.67872,-0.798784,1.742,1.06776,1,0.67,majority
0.455563,0.584623,0.377227,-1.08682,0.390926,1.08733,1,0.67,majority
0.645525,0.214186,0.371891,-0.660248,1.42077,0.804345,0,1,unanimous
0.396115,0.316931,-1.58505,-0.402296,1.78432,0.435324,0,0.67,majority
0.555994,0.768119,-1.49896,-0.874343,1.66108,1.04143,1,0.67,majority
0.477097,0.518682,0.489472,-1.04264,0.491453,1.05732,1,0.67,majority
0.375924,0.510425,-1.11642,-0.872396,1.45318,0.963085,1,0.67,majority
0.323471,0.424185,-0.612292,-1.0809,0.613428,1.15729,1,0.67,majority
0.830239,0.234975,1.41113,-0.248054,1.44856,1.05526,0,1,unanimous
0.910064,0.227557,-0.156564,0.035786,1.19072,0.619046,0,0.67,majority
0.700602,0.401972,-2.16786,-0.767398,2.2869,0.776928,0,0.67,majority
0.305045,0.497207,-0.61115,-0.987388,0.618047,1.16225,1,0.67,majority
0.851899,0.294578,1.37335,-0.056684,1.46015,1.09542,0,1,unanimous
0.91859,0.276513,-0.356643,0.13148,1.20017,0.606562,0,0.67,majority
0.666878,0.469478,-2.25775,-0.730577,2.29047,0.765426,0,0.67,majority
0.327066,0.553453,-0.573603,-0.86375,0.622914,1.15802,1,0.67,majority
0.897128,0.336887,1.23904,0.107557,1.4121,1.10871,0,1,unanimous
0.902225,0.324167,-0.550565,0.22943,1.24295,0.587277,0,0.67,majority
0.65127,0.543303,-2.25852,-0.660589,2.25873,0.735395,0,0.67,majority
0.364118,0.615744,-0.526296,-0.704169,0.639294,1.16269,1,0.67,majority
0.966948,0.367196,1.04725,0.27273,1.33484,1.12342,0,1,unanimous
0.874757,0.368218,-0.769942,0.292169,1.28987,0.558138,0,0.67,majority
0.508878,0.92433,-1.70262,-0.188238,1.75102,0.640212,1,0.67,majority
0.378208,0.69181,-0.384179,-0.512758,0.608892,1.18154,1,0.67,majority
1.05103,0.372688,0.907159,0.449824,1.30447,1.14571,0,1,unanimous
0.8727,0.374466,-0.969226,0.352282,1.3412,0.526375,0,0.67,majority
0.697491,0.702469,-2.0994,-0.498109,2.19505,0.686197,1,0.67,majority
0.400484,0.755032,-0.276085,-0.301772,0.63688,1.1869,1,0.67,majority
1.0987,0.388144,0.705932,0.613787,1.24201,1.15801,0,1,unanimous
0.862301,0.3741,-1.10928,0.413455,1.36332,0.512326,0,0.67,majority
0.728711,0.748404,-1.97889,-0.417193,2.19193,0.674827,1,0.67,majority
0.428863,0.830582,-0.162395,-0.105263,0.683519,1.20947,1,1,unanimous
1.08695,0.415816,0.526972,0.77202,1.20206,1.17091,0,0.67,majority
1.12628,0.110319,-1.09366,0.670442,1.39289,0.675467,0,0.67,majority
0.932098,0.358419,-1.55844,0.166524,1.67326,0.723828,0,0.67,majority
0.856556,0.703037,-1.52785,-0.46574,2.05213,0.515866,0,0.67,majority
1.15858,0.936721,0.732431,-0.555509,1.74343,0.937447,0,1,unanimous
0.702753,0.436396,-0.392551,0.0987308,0.473054,0.779728,1,0.67,majority
0.800792,0.783954,-1.49438,-0.181343,2.10434,0.635128,0,0.67,majority
0.47406,0.891166,0.00279916,0.28999,0.782758,1.24406,1,1,unanimous
1.02936,0.450281,-0.00411228,0.95483,1.12092,1.1281,1,0.67,majority
0.704765,0.371129,-1.33117,0.515129,1.36114,0.515159,0,0.67,majority
0.872498,0.789633,-1.13364,-0.0381918,2.04045,0.620524,0,0.67,majority
0.488626,0.887393,0.113361,0.477052,0.814838,1.25622,1,1,unanimous
0.991966,0.447901,-0.254129,1.01815,1.10713,1.1091,1,0.67,majority
1.64094,0.509518,-0.592937,0.740113,1.02441,0.801206,0,0.67,majority
0.768128,0.375853,-1.7557,0.458911,1.75771,0.648706,0,0.67,majority
0.955143,0.790613,-0.679181,-0.251679,1.85487,0.395103,0,0.67,majority
1.15097,1.15941,1.50362,-0.0873581,1.90763,1.03393,0,0.67,majority
0.507125,0.659406,0.228179,0.652161,0.459004,1.27117,1,1,unanimous
0.717298,0.35401,-1.72619,0.536524,1.75469,0.640493,0,0.67,majority
0.898066,0.771534,-0.368353,-0.164352,1.77384,0.360001,0,0.67,majority
1.11186,1.1918,1.65725,0.06357,1.91544,1.0602,0,0.67,majority
0.444204,0.700923,0.139602,0.798315,0.406565,1.2664,1,1,unanimous
0.410067,0.567504,-0.955001,0.37906,1.43011,0.561083,1,0.67,majority
0.48049,0.776799,0.455373,0.962446,0.843622,1.26813,1,1,unanimous
0.857677,0.345798,-0.834447,1.04134,1.15137,1.04608,0,0.67,majority
0.572721,0.239684,-1.10115,0.432605,1.2286,0.581951,0,0.67,majority
0.948211,0.582575,0.343865,0.43515,2.02764,0.648595,0,0.67,majority
0.463542,0.702285,0.485601,1.04972,0.800344,1.23503,1,1,unanimous
0.803251,0.321076,-1.02754,0.979198,1.21669,1.01928,0,0.67,majority
0.619423,0.207504,-0.950886,0.378473,1.19223,0.593718,0,0.67,majority
0.940972,0.506146,0.757806,0.545398,2.07334,0.685116,0,1,unanimous
0.437316,0.621559,0.536967,1.12538,0.769817,1.21843,1,1,unanimous
0.768985,0.282977,-1.19951,0.881962,1.3002,0.994885,0,0.67,majority
0.687021,0.177091,-0.782506,0.314265,1.16854,0.611253,0,0.67,majority
0.933005,0.439205,1.14085,0.646841,2.13725,0.728165,0,1,unanimous
0.387623,0.538137,0.597803,1.18403,0.748741,1.21596,1,1,unanimous
1.18988,0.670846,-0.371923,1.20321,0.748226,1.20322,1,0.67,majority
0.709633,0.790639,-0.118459,0.65441,0.4904,0.685479,1,1,unanimous
0.932141,0.375803,1.48553,0.712,2.19903,0.751901,0,1,unanimous
0.385697,0.470229,0.646979,1.19675,0.724262,1.19874,1,1,unanimous
0.73905,0.222167,-1.38862,0.637672,1.39419,0.994044,0,0.67,majority
0.796489,0.15205,-0.380072,0.153291,1.15555,0.614726,0,0.67,majority
0.884762,0.32695,1.74938,0.743515,2.23122,0.756022,0,1,unanimous
0.385688,0.431822,0.680791,1.19292,0.709163,1.20059,1,1,unanimous
0.750714,0.213644,-1.40615,0.494685,1.40809,1.0032,0,0.67,majority
0.805406,0.192334,-0.126109,0.0837285,1.17879,0.604837,0,0.67,majority
0.805575,0.329161,1.96573,0.758133,2.2676,0.758789,0,1,unanimous
0.362975,0.419829,0.624536,1.11353,0.628136,1.16524,1,1,unanimous
0.793902,0.718212,0.223895,0.970179,0.422142,0.99107,1,0.67,majority
0.51553,0.497954,-0.544876,1.01695,0.544878,1.05572,1,0.67,majority
0.757176,0.201746,0.0623374,0.536307,1.3977,0.804289,0,0.67,majority
0.367531,0.280496,1.85337,0.503361,1.88786,0.515479,0,1,unanimous
0.597044,0.63196,1.1174,0.963404,1.54126,1.01421,0,0.67,majority
0.495566,0.607417,0.204984,0.66273,0.41535,0.719219,1,1,unanimous
0.707925,0.455729,2.31349,0.759009,2.36766,0.776491,0,1,unanimous
0.33873,0.537548,0.557096,0.89476,0.5878,1.15015,1,1,unanimous
0.898814,0.284224,-1.31617,-0.0442796,1.45202,1.07978,0,0.67,majority
0.92255,0.282447,0.55934,-0.15886,1.27489,0.553759,0,1,unanimous
0.687622,0.53303,2.36178,0.719446,2.36679,0.769088,0,1,unanimous
0.347733,0.60683,0.47801,0.747742,0.574403,1.15634,1,1,unanimous
0.769872,0.527873,0.627737,0.981656,1.4692,0.981786,0,0.67,majority
0.593078,0.366206,-0.646528,0.673353,0.681595,1.06425,1,0.67,majority
0.865527,0.303534,0.890351,0.251855,1.49539,0.801198,0,1,unanimous
0.59738,0.464152,1.93508,0.555073,2.00736,0.558368,0,1,unanimous
0.885694,0.605507,0.304892,0.922453,1.51879,0.948083,0,0.67,majority
0.638787,0.36891,-0.648274,0.51449,0.706052,1.09066,1,0.67,majority
0.89436,0.328941,1.15573,0.151345,1.5739,0.776488,0,1,unanimous
0.707256,0.563701,1.85814,0.547107,2.02512,0.55951,0,1,unanimous
1.13393,0.553804,-0.0539878,-0.202404,0.639811,0.443734,0,1,unanimous
0.882401,0.363964,1.06862,-0.373699,1.38153,0.497364,0,1,unanimous
0.707572,0.722631,2.05871,0.470996,2.22876,0.698362,0,0.67,majority
0.409657,0.799786,0.209394,0.186566,0.687208,1.21071,1,0.67,majority
1.10538,0.402003,-0.580645,-0.684656,1.24676,1.14722,0,1,unanimous
0.851355,0.377361,1.21959,-0.414156,1.41701,0.480987,0,1,unanimous
0.781499,0.786349,1.87395,0.364801,2.18509,0.673936,0,0.67,majority
0.450053,0.866444,0.0754414,-0.0231445,0.7251,1.23249,1,0.67,majority
1.08922,0.423037,-0.368681,-0.814472,1.20177,1.14455,0,1,unanimous
0.8051,0.366445,1.28661,-0.459884,1.39123,0.482786,0,1,unanimous
0.811493,0.798387,1.62777,0.255546,2.13228,0.653045,0,1,unanimous
0.472462,0.903783,-0.0188789,-0.223166,0.762956,1.2521,1,0.67,majority
1.06275,0.437065,-0.120247,-0.920345,1.1579,1.13783,0,1,unanimous
0.755657,0.36117,1.33813,-0.490471,1.38201,0.493011,0,1,unanimous
0.848596,0.79153,1.30953,0.12262,2.07508,0.633574,0,1,unanimous
1.16173,0.968627,0.51552,0.312656,1.59577,0.732881,0,1,unanimous
1.42433,0.525892,-0.486099,-0.217825,1.01886,0.373278,0,0.67,majority
0.686106,0.351546,1.31545,-0.511075,1.32308,0.513494,0,1,unanimous
0.872861,0.767952,0.948918,-0.0169999,2.01752,0.628351,0,1,unanimous
0.454313,0.875334,-0.206265,-0.595906,0.807168,1.27706,1,0.67,majority
0.98147,0.427119,0.401394,-1.02141,1.15655,1.07605,0,1,unanimous
0.629365,0.335692,1.30372,-0.499933,1.30546,0.52213,0,1,unanimous
0.906484,0.742246,0.561702,-0.163181,1.98563,0.637065,0,1,unanimous
0.429743,0.830683,-0.318291,-0.775207,0.830075,1.29092,1,0.67,majority
0.947546,0.399367,0.621295,-1.04032,1.17346,1.0533,0,1,unanimous
0.599878,0.304102,1.26779,-0.462389,1.29223,0.525321,0,1,unanimous
0.975145,0.715106,0.177944,-0.285046,1.97022,0.64855,0,1,unanimous
0.842456,0.760372,0.0728467,0.0472924,1.86732,0.45701,0,1,unanimous
1.01316,1.18977,-1.6553,-0.14482,1.83222,1.08324,1,0.67,majority
0.412159,0.716609,-0.0994889,-0.882471,0.387036,1.27527,1,0.67,majority
0.587817,0.316697,1.52067,-0.620043,1.65791,0.636753,0,1,unanimous
0.544242,0.146328,-0.313514,-0.33421,1.39179,0.343699,0,1,unanimous
0.829856,0.33014,0.984543,-1.001,1.21661,1.02145,0,1,unanimous
0.582559,0.226639,1.02491,-0.392824,1.20236,0.567677,0,1,unanimous
0.923184,0.558225,-0.574024,-0.506702,2.00511,0.686202,0,0.67,majority
0.420297,0.668199,-0.54914,-1.13353,0.785576,1.26482,1,0.67,majority
0.776982,0.314038,1.13986,-0.933445,1.27299,1.00624,0,1,unanimous
0.635523,0.194406,0.823621,-0.348226,1.15035,0.592035,0,1,unanimous
